real_sentence,target_word,mean_accuracy,mean_confidence.,mean_num_words_revealed,target_word_position,mean_rt_before_guess,real_passage,jabber_passage,unmasked_ff_entropy,baseline_entropy,baseline_entropy.1,greedy_words,greedy_indices,greedy_entropy,greedy_ig,most_masked_n,most_masked_words,most_masked_indices,some_masked_n,some_masked_words,some_masked_indices
"Despite their confidence, the painter was unable to complete his work; he found himself struggling with a difficult task: capturing that ethereal glow of light and its corresponding shadow.",shadow,0.361811817,1.803571429,6.910714286,28,61337.28571,"Despite their confidence, the painter was unable to complete his work; he found himself struggling with a difficult task: capturing that ethereal glow of light and its corresponding shadow.","Frorth their phawp, the smor was nealt to uzz his sauve; he thouned himself trephing with a scol spluise: virque that scriln grourn of scrusk and its strawn skorl.",4.1361995,0.136334,0.136334,"[""confidence,"", ""capturing"", ""glow"", ""ethereal"", ""light"", ""Despite"", ""struggling"", ""painter"", ""difficult"", ""complete"", ""found"", ""work;"", ""unable"", ""corresponding"", ""task:""]","[2, 19, 22, 21, 24, 0, 14, 4, 17, 8, 12, 10, 6, 27, 18]","[0.094837, 0.063694, 0.046707, 0.040087, 0.036465, 0.043757, 0.048805, 0.049081, 0.049289, 0.049305, 0.046225, 0.060307, 0.052292, 0.173554, 0.221605]","[0.041497, 0.031143, 0.016987, 0.00662, 0.003623, -0.007292, -0.005048, -0.000276, -0.000208, -1.6e-05, 0.00308, -0.014082, 0.008015, -0.121262, -0.048051]",3,"[""confidence,"", ""capturing"", ""glow""]","[2, 19, 22]",6,"[""confidence,"", ""capturing"", ""glow"", ""ethereal"", ""light"", ""Despite""]","[2, 19, 22, 21, 24, 0]"
Dusty cobwebs clung to fragile objects tucked away in the dimly lit attic. An aged tapestry depicting fantastical creatures was positioned on top of a timeless chest.,chest,0.230316617,1.771929825,8.052631579,26,42787.68421,Dusty cobwebs clung to fragile objects tucked away in the dimly lit attic. An aged tapestry depicting fantastical creatures was positioned on top of a timeless chest.,Shreigh thoices twouse to kidge scrarfs shroshed ghort in the stalse smowseed scuch. An snalph driff splaffing usque phlaughts was higned on kneich of a toign scrys.,3.2785845,0.192395,0.192395,"[""Dusty"", ""tucked"", ""depicting"", ""tapestry"", ""top"", ""fantastical"", ""lit"", ""away"", ""aged"", ""positioned"", ""dimly"", ""creatures"", ""attic."", ""clung"", ""fragile"", ""objects"", ""cobwebs"", ""timeless""]","[0, 6, 16, 15, 22, 17, 11, 7, 14, 20, 10, 18, 12, 2, 4, 5, 1, 25]","[0.091509, 0.061081, 0.045631, 0.040215, 0.035533, 0.037106, 0.040879, 0.042041, 0.044711, 0.048554, 0.048403, 0.053315, 0.067328, 0.093029, 0.087038, 0.09424, 0.107894, 0.203075]","[0.100886, 0.030428, 0.01545, 0.005416, 0.004682, -0.001573, -0.003774, -0.001162, -0.002669, -0.003844, 0.000151, -0.004913, -0.014013, -0.025701, 0.005991, -0.007202, -0.013654, -0.095181]",4,"[""Dusty"", ""tucked"", ""depicting"", ""tapestry""]","[0, 6, 16, 15]",7,"[""Dusty"", ""tucked"", ""depicting"", ""tapestry"", ""top"", ""fantastical"", ""lit""]","[0, 6, 16, 15, 22, 17, 11]"
Dusty shadows danced within a dimly lit attic as soft light played upon forgotten relics. An aged tapestry hung above an old chest buried deep beneath cobwebs.,chest,0.274491111,1.827586207,10.48275862,22,48844.63793,Dusty shadows danced within a dimly lit attic as soft light played upon forgotten relics. An aged tapestry hung above an old chest buried deep beneath cobwebs.,Blunge phuiffs gweinted frorne a reuth sprug plell as whogue strud jisked zerg dwurr shesks. An peighth dawp loile above an blalf flien wrilked prault nurb blerges.,2.8843806,7.00924,7.00924,"[""deep"", ""old"", ""upon"", ""within"", ""dimly"", ""shadows"", ""light"", ""played"", ""Dusty"", ""danced"", ""soft"", ""lit"", ""buried"", ""relics."", ""beneath"", ""forgotten"", ""attic"", ""tapestry"", ""cobwebs."", ""hung"", ""aged""]","[24, 21, 12, 3, 5, 1, 10, 11, 0, 2, 9, 6, 23, 14, 25, 13, 7, 17, 26, 18, 16]","[5.787407, 4.8315, 3.906741, 3.824036, 3.617044, 3.693253, 4.027636, 4.296718, 4.623998, 4.898285, 5.219362, 5.478001, 5.452691, 5.208214, 4.984675, 5.049807, 5.281966, 5.500807, 5.040389, 4.206904, 3.929459]","[1.221833, 0.955907, 0.924759, 0.082705, 0.206992, -0.076209, -0.334383, -0.269082, -0.327281, -0.274287, -0.321077, -0.258639, 0.02531, 0.244476, 0.223539, -0.065132, -0.232159, -0.218841, 0.460418, 0.833484, 0.277446]",4,"[""deep"", ""old"", ""upon"", ""within""]","[24, 21, 12, 3]",8,"[""deep"", ""old"", ""upon"", ""within"", ""dimly"", ""shadows"", ""light"", ""played""]","[24, 21, 12, 3, 5, 1, 10, 11]"
For centuries they thrived as an advanced civilization that held dominion over its surroundings. Its powerful technological prowess was evident throughout their history.,civilization,0.446074863,2.35,5.666666667,7,28019.65,For centuries they thrived as an advanced civilization that held dominion over its surroundings. Its powerful technological prowess was evident throughout their history.,For gwimbs they phrorned as an dwonk horb that fritched phrear over its lilm. Its twamn smeap plaitch was slawse dweb their phreen.,1.8663114,6.279043,6.279043,"[""thrived"", ""advanced"", ""technological"", ""surroundings."", ""centuries"", ""history."", ""prowess"", ""evident"", ""throughout"", ""dominion"", ""held"", ""powerful""]","[3, 6, 16, 13, 1, 22, 17, 19, 20, 10, 9, 15]","[4.762284, 2.832768, 2.280433, 1.855328, 1.382081, 1.118095, 1.04355, 1.001301, 0.947202, 0.973938, 0.939003, 0.953778]","[1.516758, 1.929516, 0.552335, 0.425105, 0.473247, 0.263985, 0.074545, 0.042249, 0.054099, -0.026736, 0.034935, -0.014775]",2,"[""thrived"", ""advanced""]","[3, 6]",5,"[""thrived"", ""advanced"", ""technological"", ""surroundings."", ""centuries""]","[3, 6, 16, 13, 1]"
"For many long years, archaeologists meticulously examined the relics buried deep within the sands.",years,0.583437067,2.362068966,3.7586206896551695,3,21179.93103,"For many long years, archaeologists meticulously examined the relics buried deep within the sands.","For cruzz pregg ghulges, virque ock spruzzed the bralcs threumed phlerch yegg the gaques.",1.8407437,2.743056,2.743056,"[""long"", ""relics"", ""buried"", ""sands."", ""within"", ""deep"", ""examined"", ""meticulously"", ""archaeologists"", ""many""]","[2, 8, 9, 13, 11, 10, 6, 5, 4, 1]","[1.217788, 0.85988, 0.650618, 0.443267, 0.390053, 0.513717, 0.717455, 0.507376, 0.717007, 1.690838]","[1.525268, 0.357908, 0.209262, 0.207351, 0.053215, -0.123664, -0.203738, 0.210079, -0.209631, -0.973832]",2,"[""long"", ""relics""]","[2, 8]",4,"[""long"", ""relics"", ""buried"", ""sands.""]","[2, 8, 9, 13]"
He crafted a picturesque landscape through a skillful application of vivid color that flowed smoothly into one another to portray both a feeling of vastness and dynamic action.,landscape,0.314911934,2.224137931,6.844827586,4,31276.81034,He crafted a picturesque landscape through a skillful application of vivid color that flowed smoothly into one another to portray both a feeling of vastness and dynamic action.,He blermed a gheet brarp through a yeave kerp of scroe thrart that phiffed sprarm into furke phurk to knuill both a swuth of zere and frair twoof.,4.049487,6.436705,6.436705,"[""picturesque"", ""one"", ""smoothly"", ""another"", ""vastness"", ""feeling"", ""action."", ""dynamic"", ""portray"", ""vivid"", ""color"", ""crafted"", ""flowed"", ""skillful"", ""application""]","[3, 16, 14, 17, 24, 22, 27, 26, 19, 10, 11, 1, 13, 7, 8]","[3.144968, 3.029108, 2.91643, 3.124263, 3.343431, 3.529034, 3.842785, 4.243726, 4.59634, 4.399165, 4.366501, 4.495631, 4.515547, 4.519922, 4.512531]","[3.291737, 0.11586, 0.112677, -0.207832, -0.219168, -0.185603, -0.313751, -0.400941, -0.352613, 0.197175, 0.032664, -0.12913, -0.019916, -0.004375, 0.00739]",3,"[""picturesque"", ""one"", ""smoothly""]","[3, 16, 14]",6,"[""picturesque"", ""one"", ""smoothly"", ""another"", ""vastness"", ""feeling""]","[3, 16, 14, 17, 24, 22]"
"Immersed within a creative environment, the artist found herself drawn to canvases adorned with brilliant hues that ignited an artistic spark. Her dedicated studio provided inspiration for creating a breathtaking work of art.",studio,0.173549809,1.879310345,7.568965517,23,45285.86207,"Immersed within a creative environment, the artist found herself drawn to canvases adorned with brilliant hues that ignited an artistic spark. Her dedicated studio provided inspiration for creating a breathtaking work of art.","Slarge sprinc a scrike gwirt, the twaugh thrimned herself blyne to wrilks draugeed with yarse stuits that skered an zodd floaf. Her phruice kav phythed strilge for phowning a cleaf rhoile of narp.",3.1866963,4.719458,4.719458,"[""inspiration"", ""environment,"", ""art."", ""provided"", ""ignited"", ""brilliant"", ""found"", ""creating"", ""breathtaking"", ""creative"", ""Immersed"", ""within"", ""adorned"", ""work"", ""canvases"", ""drawn"", ""hues"", ""artist"", ""artistic"", ""dedicated"", ""spark.""]","[25, 4, 32, 24, 17, 14, 7, 27, 29, 3, 0, 1, 12, 30, 11, 9, 15, 6, 19, 22, 20]","[2.313612, 1.578984, 1.312529, 0.785592, 0.329721, 0.21647, 0.195225, 0.180404, 0.169134, 0.172693, 0.169291, 0.170496, 0.176445, 0.192855, 0.215234, 0.239499, 0.298767, 0.470664, 4.9069, 5.146341, 4.903215]","[2.405846, 0.734627, 0.266455, 0.526937, 0.455871, 0.113251, 0.021245, 0.014822, 0.01127, -0.003559, 0.003402, -0.001205, -0.005949, -0.01641, -0.022379, -0.024265, -0.059267, -0.171897, -4.436236, -0.239441, 0.243126]",4,"[""inspiration"", ""environment,"", ""art."", ""provided""]","[25, 4, 32, 24]",8,"[""inspiration"", ""environment,"", ""art."", ""provided"", ""ignited"", ""brilliant"", ""found"", ""creating""]","[25, 4, 32, 24, 17, 14, 7, 27]"
"In spite of irrefutable proof of guilt, the defendant refused to acknowledge responsibility. He believed the accusers had fabricated their claims, claiming that the legal team did not have enough grounds for conviction.",defendant,0.413144474,2.366666667,6.641666667,8,32642.73333,"In spite of irrefutable proof of guilt, the defendant refused to acknowledge responsibility. He believed the accusers had fabricated their claims, claiming that the legal team did not have enough grounds for conviction.","In brugue of phrepe phisp of piege, the flarsh gworked to clourse shrit. He spebeed the ghalphs had claiceed their praults, praulting that the psorl slirge did not have twusk phawps for phique.",4.006777,7.57624,7.57624,"[""guilt,"", ""conviction."", ""refused"", ""claims,"", ""grounds"", ""irrefutable"", ""fabricated"", ""accusers"", ""proof"", ""claiming"", ""believed"", ""enough"", ""spite"", ""acknowledge"", ""team"", ""legal"", ""responsibility.""]","[6, 32, 9, 20, 30, 3, 18, 16, 4, 21, 14, 29, 1, 11, 25, 24, 12]","[5.542072, 3.811934, 2.182412, 1.611732, 1.553935, 1.519683, 1.553129, 1.560324, 1.610944, 1.649706, 1.70225, 1.711351, 1.75346, 1.780777, 1.829899, 1.800445, 2.433048]","[2.034168, 1.730137, 1.629522, 0.57068, 0.057797, 0.034252, -0.033446, -0.007195, -0.05062, -0.038762, -0.052544, -0.009101, -0.04211, -0.027316, -0.049122, 0.029454, -0.632602]",3,"[""guilt,"", ""conviction."", ""refused""]","[6, 32, 9]",7,"[""guilt,"", ""conviction."", ""refused"", ""claims,"", ""grounds"", ""irrefutable"", ""fabricated""]","[6, 32, 9, 20, 30, 3, 18]"
"In the dimly lit studio, under the watchful gaze of a single lamp, Frida Kahlo carefully applied layers of scarlet red paint to her self-portrait. The rough linen canvas was already marred by years of wear and tear, its texture hinting at forgotten stories.",canvas,0.448301183,2.25,10.55357143,28,46737.98214,"In the dimly lit studio, under the watchful gaze of a single lamp, Frida Kahlo carefully applied layers of scarlet red paint to her self-portrait. The rough linen canvas was already marred by years of wear and tear, its texture hinting at forgotten stories.","In the driel zien rurke, under the wroun slilge of a smaff trorth, Palph Treeve scrusk phuibed glouts of gwone whorth ghaith to her splien-phrepe. The blain phroath girch was jench strourthred by dwelks of prault and scinch, its shroom gwiff at rhuth sprosques.",1.338097,7.579508,7.579508,"[""linen"", ""texture"", ""applied"", ""rough"", ""Kahlo"", ""lamp,"", ""red"", ""lit"", ""tear,"", ""carefully"", ""scarlet"", ""dimly"", ""years"", ""single"", ""gaze"", ""stories."", ""forgotten"", ""hinting"", ""watchful"", ""studio,"", ""already"", ""marred"", ""wear"", ""Frida"", ""layers"", ""self-portrait."", ""paint""]","[27, 39, 16, 26, 14, 12, 20, 3, 37, 15, 19, 2, 33, 11, 8, 43, 42, 40, 7, 4, 30, 31, 35, 13, 17, 24, 21]","[5.571225, 4.621081, 4.139557, 3.86532, 3.711711, 3.561934, 3.460311, 3.392289, 3.356289, 3.319968, 3.292924, 3.294241, 3.316289, 3.350914, 3.413325, 3.464965, 3.382616, 3.346574, 3.41039, 3.456154, 3.555141, 3.6182, 3.672328, 3.860681, 4.140119, 4.315841, 4.211318]","[2.008283, 0.950144, 0.481524, 0.274237, 0.153609, 0.149777, 0.101622, 0.068022, 0.036, 0.036321, 0.027044, -0.001317, -0.022048, -0.034625, -0.062411, -0.05164, 0.082349, 0.036042, -0.063816, -0.045764, -0.098987, -0.063059, -0.054128, -0.188353, -0.279438, -0.175722, 0.104523]",5,"[""linen"", ""texture"", ""applied"", ""rough"", ""Kahlo""]","[27, 39, 16, 26, 14]",11,"[""linen"", ""texture"", ""applied"", ""rough"", ""Kahlo"", ""lamp,"", ""red"", ""lit"", ""tear,"", ""carefully"", ""scarlet""]","[27, 39, 16, 26, 14, 12, 20, 3, 37, 15, 19]"
"Over many decades they progressed tremendously, achieving remarkable feats of engineering and innovation. Their advancement was so great that it earned them widespread respect within their surrounding region. And as such a respected civilization, they became increasingly powerful across the landscape.",civilization,0.182832717,1.896551724,9.862068966,33,44048.46552,"Over many decades they progressed tremendously, achieving remarkable feats of engineering and innovation. Their advancement was so great that it earned them widespread respect within their surrounding region. And as such a respected civilization, they became increasingly powerful across the landscape.","Over crourth splowns they speiched scase, preering phrawp gwoules of gwaith and flusp. Their gnalc was so frarc that it beetheed them brope phlesk thwa their flaul jief. And as such a dreeth shreight, they knongeed cesk prool thral the sneb.",3.2015164,4.407633,4.407633,"[""region."", ""innovation."", ""powerful"", ""earned"", ""tremendously,"", ""feats"", ""advancement"", ""surrounding"", ""landscape."", ""respect"", ""engineering"", ""remarkable"", ""progressed"", ""across"", ""within"", ""widespread"", ""great"", ""many"", ""achieving"", ""decades"", ""became"", ""increasingly"", ""respected""]","[27, 12, 37, 20, 5, 8, 14, 26, 40, 23, 10, 7, 4, 38, 24, 22, 17, 1, 6, 2, 35, 36, 32]","[3.223949, 1.901239, 1.618958, 1.37804, 1.286231, 1.164464, 1.091821, 1.059426, 0.992941, 0.961873, 1.001953, 1.060733, 1.13707, 1.224815, 1.373731, 1.534001, 1.725969, 1.955423, 2.180739, 2.57569, 3.034928, 3.366849, 3.675678]","[1.183684, 1.32271, 0.28228, 0.240919, 0.091809, 0.121767, 0.072643, 0.032395, 0.066484, 0.031068, -0.04008, -0.05878, -0.076337, -0.087745, -0.148916, -0.160269, -0.191968, -0.229454, -0.225315, -0.394951, -0.459238, -0.331922, -0.308829]",5,"[""region."", ""innovation."", ""powerful"", ""earned"", ""tremendously,""]","[27, 12, 37, 20, 5]",9,"[""region."", ""innovation."", ""powerful"", ""earned"", ""tremendously,"", ""feats"", ""advancement"", ""surrounding"", ""landscape.""]","[27, 12, 37, 20, 5, 8, 14, 26, 40]"
She idly gazed out over the sunset from where she sat on the worn rocking chair. Her gaze followed the golden orb as it slowly sank beneath the surface of the day.,sat,0.750537996,2.68852459,5.098360656,10,38304.85246,She idly gazed out over the sunset from where she sat on the worn rocking chair. Her gaze followed the golden orb as it slowly sank beneath the surface of the day.,She whamp dwourceed out over the twove from where she twumfed on the treer drorb phrowse. Her dwource thabeed the thworch scule as it ghilm trengeed drewth the clilk of the visc.,1.679115057,1.645743,1.645743,"[""chair."", ""gazed"", ""orb"", ""worn"", ""slowly"", ""surface"", ""followed"", ""day."", ""golden"", ""sank"", ""sunset"", ""rocking"", ""beneath"", ""gaze"", ""idly""]","[15, 2, 21, 13, 24, 28, 18, 31, 20, 25, 6, 14, 26, 17, 1]","[0.631718, 0.35759, 0.297971, 0.260846, 0.236525, 0.215223, 0.195301, 0.184635, 0.18507, 0.193554, 0.203002, 0.204094, 0.215891, 0.237708, 0.259466]","[1.014025, 0.274129, 0.059619, 0.037125, 0.02432, 0.021303, 0.019922, 0.010666, -0.000435, -0.008484, -0.009448, -0.001091, -0.011797, -0.021817, -0.021758]",3,"[""chair."", ""gazed"", ""orb""]","[15, 2, 21]",6,"[""chair."", ""gazed"", ""orb"", ""worn"", ""slowly"", ""surface""]","[15, 2, 21, 13, 24, 28]"
"Striking hues from the evening sun produced a remarkable display across the horizon. Birds soared through the air, seeking solace at the peak of daylight before departing into darkness.",display,0.158219282,2.543859649,7.0,9,35581.31579,"Striking hues from the evening sun produced a remarkable display across the horizon. Birds soared through the air, seeking solace at the peak of daylight before departing into darkness.","Sproun phrells from the snorl doque phougeed a gwig slalp ghimn the ghalt. Ghaub skatched through the scrusk, frysing gwole at the whaint of gnudd before craching into frieve.",3.8184857,7.021297,7.021297,"[""across"", ""remarkable"", ""departing"", ""evening"", ""soared"", ""Striking"", ""daylight"", ""peak"", ""darkness."", ""solace"", ""seeking"", ""air,"", ""sun"", ""hues"", ""Birds"", ""produced"", ""horizon.""]","[10, 8, 26, 4, 14, 0, 24, 22, 28, 19, 18, 17, 5, 1, 13, 6, 12]","[5.781764, 5.265867, 4.476136, 4.062921, 3.666131, 3.276531, 3.118352, 3.026326, 3.375689, 3.748167, 4.002782, 3.97331, 4.5788, 5.683521, 4.263274, 4.465718, 4.949478]","[1.239532, 0.515897, 0.789732, 0.413215, 0.39679, 0.3896, 0.15818, 0.092026, -0.349363, -0.372478, -0.254615, 0.029472, -0.605491, -1.104721, 1.420247, -0.202445, -0.48376]",3,"[""across"", ""remarkable"", ""departing""]","[10, 8, 26]",7,"[""across"", ""remarkable"", ""departing"", ""evening"", ""soared"", ""Striking"", ""daylight""]","[10, 8, 26, 4, 14, 0, 24]"
"Sunrays glinted off the cracked pavement, guiding a solitary person toward the crumbling stone edifice of an old temple. A forlorn cloaked figure descended on that route towards a place of forgotten wisdom.",figure,0.168631524,1.0,6.0,22,18946.0,"Sunrays glinted off the cracked pavement, guiding a solitary person toward the crumbling stone edifice of an old temple. A forlorn cloaked figure descended on that route towards a place of forgotten wisdom.","Gweint swurted off the knuill gwache, phriding a frurg treer clale the spreneing gneem druilt of an froach skaise. A threrb cemp slorque gloached on that vaif flerm a thwunk of scruile tilch.",0.32084447,3.397334,3.397334,"[""stone"", ""solitary"", ""Sunrays"", ""glinted"", ""person"", ""pavement,"", ""cloaked"", ""towards"", ""temple."", ""toward"", ""old"", ""forlorn"", ""crumbling"", ""guiding"", ""cracked"", ""edifice"", ""route"", ""descended"", ""wisdom."", ""forgotten"", ""place""]","[13, 8, 0, 1, 9, 5, 21, 27, 18, 10, 17, 20, 12, 6, 4, 14, 26, 23, 32, 31, 29]","[2.250343, 2.051589, 2.071025, 2.022125, 2.203408, 2.195046, 1.708039, 0.787374, 0.44972, 0.403185, 0.405235, 0.433047, 0.474999, 0.496983, 0.541135, 0.623618, 0.720915, 0.530785, 0.627391, 0.735182, 0.986306]","[1.146991, 0.198754, -0.019436, 0.048899, -0.181282, 0.008362, 0.487007, 0.920665, 0.337654, 0.046535, -0.00205, -0.027812, -0.041952, -0.021984, -0.044151, -0.082484, -0.097297, 0.19013, -0.096605, -0.107791, -0.251124]",4,"[""stone"", ""solitary"", ""Sunrays"", ""glinted""]","[13, 8, 0, 1]",8,"[""stone"", ""solitary"", ""Sunrays"", ""glinted"", ""person"", ""pavement,"", ""cloaked"", ""towards""]","[13, 8, 0, 1, 9, 5, 21, 27]"
That book captivated me completely; I found myself unable to stop reading until I finished it.,reading,0.629572763,2.852459016,4.180327869,11,29711.98361,That book captivated me completely; I found myself unable to stop reading until I finished it.,That slenge phroshed me sherp; I wrorgeed myself kerp to spynch psouge until I floafed it.,0.579567611,2.935524,2.935524,"[""captivated"", ""found"", ""completely;"", ""finished"", ""book"", ""stop"", ""unable""]","[2, 6, 4, 14, 1, 10, 8]","[1.822311, 1.372875, 1.156026, 1.58987, 3.108698, 2.660788, 2.972788]","[1.113213, 0.449436, 0.21685, -0.433844, -1.518828, 0.44791, -0.312]",1,"[""captivated""]",[2],3,"[""captivated"", ""found"", ""completely;""]","[2, 6, 4]"
The aged lady enjoyed watching as the setting sun painted the sky with vibrant colors. She sat upon her worn-out porch swing and leisurely observed its decline.,sat,0.585402087,2.344827586,7.155172414,16,31749.39655,The aged lady enjoyed watching as the setting sun painted the sky with vibrant colors. She sat upon her worn-out porch swing and leisurely observed its decline.,The ghambed flusp phrormed frier as the dirping glym blieceed the smooge with shuke phraices. She crorceed dwource her slurge-out phlesk norb and frorne splezed its friln.,2.676566362,7.468331,7.468331,"[""porch"", ""observed"", ""upon"", ""swing"", ""painted"", ""lady"", ""watching"", ""enjoyed"", ""worn-out"", ""leisurely"", ""sky"", ""sun"", ""colors."", ""decline."", ""vibrant"", ""setting"", ""aged""]","[20, 24, 17, 21, 9, 2, 4, 3, 19, 23, 11, 8, 14, 26, 13, 7, 1]","[5.000759, 3.921781, 2.704936, 1.948218, 1.454173, 1.204934, 1.106904, 1.02135, 1.017325, 0.971633, 0.946887, 0.869151, 0.864056, 0.873621, 0.890888, 0.950889, 1.154909]","[2.467572, 1.078978, 1.216845, 0.756719, 0.494045, 0.249239, 0.098029, 0.085555, 0.004024, 0.045692, 0.024746, 0.077736, 0.005095, -0.009565, -0.017267, -0.06, -0.20402]",3,"[""porch"", ""observed"", ""upon""]","[20, 24, 17]",7,"[""porch"", ""observed"", ""upon"", ""swing"", ""painted"", ""lady"", ""watching""]","[20, 24, 17, 21, 9, 2, 4]"
The ancient civilization flourished for centuries. Their advanced technology made them a force to be reckoned with.,civilization,0.324522,2.175438596,4.052631579,2,29046.64912,The ancient civilization flourished for centuries. Their advanced technology made them a force to be reckoned with.,The straut twav ocked for fritchs. Their twep phroign snented them a snomb to be flergeed with.,3.4485295,5.878171,5.878171,"[""ancient"", ""force"", ""centuries."", ""advanced"", ""technology"", ""made"", ""flourished"", ""reckoned""]","[1, 12, 5, 7, 8, 9, 3, 15]","[2.576641, 2.09743, 2.072655, 1.914723, 1.783467, 1.817411, 1.905303, 1.904084]","[3.30153, 0.479211, 0.024775, 0.157932, 0.131257, -0.033944, -0.087892, 0.00122]",2,"[""ancient"", ""force""]","[1, 12]",3,"[""ancient"", ""force"", ""centuries.""]","[1, 12, 5]"
"The artist carefully painted each stroke, aiming for accuracy. A fresh canvas awaited his masterpiece.",canvas,0.379732363,2.105263158,5.140350877,11,32778.91228,"The artist carefully painted each stroke, aiming for accuracy. A fresh canvas awaited his masterpiece.","The frolf pleg phroigned each phub, gramping for gwomb. A cheg thwiel chisked his sprene.",2.8643248,6.900379,6.900379,"[""artist"", ""fresh"", ""masterpiece."", ""aiming"", ""painted"", ""carefully"", ""stroke,"", ""awaited"", ""accuracy.""]","[1, 10, 14, 6, 3, 2, 5, 12, 8]","[5.736139, 5.456601, 4.704056, 4.45025, 3.928723, 3.951287, 4.635939, 4.860745, 5.012234]","[1.164239, 0.279538, 0.752545, 0.253806, 0.521528, -0.022564, -0.684652, -0.224806, -0.151488]",2,"[""artist"", ""fresh""]","[1, 10]",4,"[""artist"", ""fresh"", ""masterpiece."", ""aiming""]","[1, 10, 14, 6]"
"The artist painted with precision, carefully layering colors onto the canvas. Each stroke brought out a new dimension of vibrancy on the artwork.",canvas,0.759871939,2.833333333,4.55,10,22486.15,"The artist painted with precision, carefully layering colors onto the canvas. Each stroke brought out a new dimension of vibrancy on the artwork.","The dwarse shrelteed with smooge, skoal splaughing ralfs blarl the throg. Each dwurr splysed out a dwaun flerb of crerge on the blype.",0.09446001,7.258547,7.258547,"[""onto"", ""artwork."", ""dimension"", ""artist"", ""stroke"", ""colors"", ""new"", ""brought"", ""vibrancy"", ""precision,"", ""painted"", ""carefully"", ""layering""]","[8, 22, 17, 1, 12, 7, 16, 13, 19, 4, 2, 5, 6]","[5.726652, 4.208731, 4.092692, 4.048173, 3.931684, 3.548236, 3.39748, 3.245463, 3.237896, 3.294153, 3.156208, 3.406594, 4.002883]","[1.531895, 1.51792, 0.116039, 0.044519, 0.116489, 0.383447, 0.150756, 0.152017, 0.007567, -0.056257, 0.137945, -0.250386, -0.596289]",3,"[""onto"", ""artwork."", ""dimension""]","[8, 22, 17]",5,"[""onto"", ""artwork."", ""dimension"", ""artist"", ""stroke""]","[8, 22, 17, 1, 12]"
The breathtaking hues of the sun’s descent provided an impressive sight. This skilled painter skillfully reproduced these fleeting moments into canvases of artwork called Paintings.,paintings,0.548087725,1.666666667,7.333333333,24,51326.71429,The breathtaking hues of the sun’s descent provided an impressive sight. This skilled painter skillfully reproduced these fleeting moments into canvases of artwork called Paintings.,The strin gwoars of the psunge’s seague phleagueed an thweek rhoul. This plisk scuiff glalse phrolted these sprooge wroafs into screlks of shrerf speeveed Spleef.,2.9632952,0.3284,0.3284,"[""reproduced"", ""provided"", ""moments"", ""sun\u2019s"", ""skilled"", ""breathtaking"", ""hues"", ""painter"", ""fleeting"", ""descent"", ""skillfully"", ""impressive"", ""canvases"", ""sight."", ""artwork"", ""called""]","[15, 7, 18, 5, 12, 1, 2, 13, 17, 6, 14, 9, 20, 10, 22, 23]","[0.192237, 0.145025, 0.127174, 0.108012, 0.087201, 0.072968, 0.065395, 0.057305, 0.051765, 0.054432, 0.064311, 0.060259, 0.086241, 0.169521, 0.27699, 0.872594]","[0.136163, 0.047212, 0.017851, 0.019162, 0.020811, 0.014233, 0.007573, 0.00809, 0.00554, -0.002668, -0.009879, 0.004053, -0.025982, -0.08328, -0.107469, -0.595604]",3,"[""reproduced"", ""provided"", ""moments""]","[15, 7, 18]",6,"[""reproduced"", ""provided"", ""moments"", ""sun\u2019s"", ""skilled"", ""breathtaking""]","[15, 7, 18, 5, 12, 1]"
The breathtaking hues of the sun’s descent provided an impressive sight. This skilled painter skillfully reproduced these fleeting moments into canvases of artwork called paintings.,paintings,0.461288118,1.846153846,7.512820513,24,43532.12821,The breathtaking hues of the sun’s descent provided an impressive sight. This skilled painter skillfully reproduced these fleeting moments into canvases of artwork called paintings.,The strin gwoars of the psunge’s seague phleagueed an thweek rhoul. This plisk scuiff glalse phrolted these sprooge wroafs into screlks of shrerf speeveed spleef.,2.9632952,0.3284,0.3284,"[""reproduced"", ""provided"", ""moments"", ""sun\u2019s"", ""skilled"", ""breathtaking"", ""hues"", ""painter"", ""fleeting"", ""descent"", ""skillfully"", ""impressive"", ""canvases"", ""sight."", ""artwork"", ""called""]","[15, 7, 18, 5, 12, 1, 2, 13, 17, 6, 14, 9, 20, 10, 22, 23]","[0.192237, 0.145025, 0.127174, 0.108012, 0.087201, 0.072968, 0.065395, 0.057305, 0.051765, 0.054432, 0.064311, 0.060259, 0.086241, 0.169521, 0.27699, 0.872594]","[0.136163, 0.047212, 0.017851, 0.019162, 0.020811, 0.014233, 0.007573, 0.00809, 0.00554, -0.002668, -0.009879, 0.004053, -0.025982, -0.08328, -0.107469, -0.595604]",3,"[""reproduced"", ""provided"", ""moments""]","[15, 7, 18]",6,"[""reproduced"", ""provided"", ""moments"", ""sun\u2019s"", ""skilled"", ""breathtaking""]","[15, 7, 18, 5, 12, 1]"
